Drug A,Drug B,Strain,Specie,Bliss Score,Source,Drug Pair,Drug A Inchikey,Drug B Inchikey,Interaction Type
amikacin,mecillinam,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1116,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
amikacin,mecillinam,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1003,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')",LKCWBDHBTVXHDL-RMDFUYIESA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
amoxicillin,mecillinam,escherichia coli bw25113,escherichia coli,-0.1906,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
amoxicillin,mecillinam,escherichia coli iai1,escherichia coli,-0.3878,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
amoxicillin,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,-0.4699,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
amoxicillin,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,-0.6219,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
mecillinam,a22,escherichia coli bw25113,escherichia coli,-0.1753,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,synergy
mecillinam,a22,escherichia coli iai1,escherichia coli,-0.0874,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,neutral
procaine,mecillinam,escherichia coli bw25113,escherichia coli,0.1548,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')",MFDFERRIHVXMIY-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
procaine,mecillinam,escherichia coli iai1,escherichia coli,0.3265,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')",MFDFERRIHVXMIY-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
procaine,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,0.0338,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')",MFDFERRIHVXMIY-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,neutral
procaine,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,-0.3347,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')",MFDFERRIHVXMIY-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
mecillinam,azithromycin,escherichia coli bw25113,escherichia coli,0.3778,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,antagonism
mecillinam,azithromycin,escherichia coli iai1,escherichia coli,0.3207,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,antagonism
vanillin,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,0.2921,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",MWOOGOJBHIARFG-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
vanillin,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,0.3276,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')",MWOOGOJBHIARFG-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
mecillinam,mitomycin c,escherichia coli bw25113,escherichia coli,-0.1675,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
mecillinam,mitomycin c,escherichia coli iai1,escherichia coli,0.1339,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
mecillinam,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.0296,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
mecillinam,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.2152,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
nitrofurantoin,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,0.1593,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
nitrofurantoin,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,0.3422,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
mecillinam,bleomycin,escherichia coli bw25113,escherichia coli,-0.1692,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,synergy
mecillinam,bleomycin,escherichia coli iai1,escherichia coli,-0.1392,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,synergy
cefaclor,mecillinam,escherichia coli bw25113,escherichia coli,-0.2016,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
cefaclor,mecillinam,escherichia coli iai1,escherichia coli,-0.3687,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
cefaclor,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,-0.5101,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
cefaclor,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,-0.6122,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
mecillinam,puromycin,escherichia coli bw25113,escherichia coli,0.1683,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,antagonism
mecillinam,puromycin,escherichia coli iai1,escherichia coli,0.2503,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,antagonism
mecillinam,caffeine,salmonella typhimurium 14028,salmonella typhimurium,-0.1826,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,synergy
mecillinam,caffeine,salmonella typhimurium lt2,salmonella typhimurium,-0.0683,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,neutral
mecillinam,ciclopirox,salmonella typhimurium 14028,salmonella typhimurium,0.3083,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,antagonism
mecillinam,ciclopirox,salmonella typhimurium lt2,salmonella typhimurium,0.0413,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,neutral
cefsulodin,mecillinam,escherichia coli bw25113,escherichia coli,-0.2882,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
cefsulodin,mecillinam,escherichia coli iai1,escherichia coli,-0.4113,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
cccp,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,-0.1369,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
cccp,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,-0.1016,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
oxacillin,mecillinam,escherichia coli bw25113,escherichia coli,-0.1316,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",UWYHMGVUTGAWSP-JKIFEVAISA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
oxacillin,mecillinam,escherichia coli iai1,escherichia coli,-0.1212,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",UWYHMGVUTGAWSP-JKIFEVAISA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
mecillinam,curcumin,escherichia coli bw25113,escherichia coli,0.3038,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,antagonism
mecillinam,curcumin,escherichia coli iai1,escherichia coli,0.2599,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,antagonism
benzalkonium,mecillinam,escherichia coli bw25113,escherichia coli,0.1789,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
benzalkonium,mecillinam,escherichia coli iai1,escherichia coli,-0.0021,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,neutral
chloramphenicol,mecillinam,escherichia coli bw25113,escherichia coli,0.1303,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
chloramphenicol,mecillinam,escherichia coli iai1,escherichia coli,0.2417,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
mecillinam,egcg,escherichia coli bw25113,escherichia coli,0.0678,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,neutral
mecillinam,egcg,escherichia coli iai1,escherichia coli,0.1994,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,antagonism
polymyxin b,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,0.2424,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,antagonism
polymyxin b,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,0.0707,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,neutral
mecillinam,aztreonam,salmonella typhimurium 14028,salmonella typhimurium,-0.4311,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
mecillinam,aztreonam,salmonella typhimurium lt2,salmonella typhimurium,-0.5618,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
mecillinam,metformin,escherichia coli bw25113,escherichia coli,0.4144,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
mecillinam,metformin,escherichia coli iai1,escherichia coli,0.1402,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
mecillinam,metformin,salmonella typhimurium 14028,salmonella typhimurium,0.2541,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
mecillinam,metformin,salmonella typhimurium lt2,salmonella typhimurium,0.6745,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
mecillinam,berberine,escherichia coli bw25113,escherichia coli,0.1424,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
mecillinam,berberine,escherichia coli iai1,escherichia coli,0.3405,Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
novobiocin,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,-0.1624,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
novobiocin,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,-0.0408,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,neutral
mecillinam,colistin,escherichia coli bw25113,escherichia coli,0.3388,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
mecillinam,colistin,escherichia coli iai1,escherichia coli,0.2021,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
mecillinam,colistin,salmonella typhimurium 14028,salmonella typhimurium,0.4996,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
mecillinam,colistin,salmonella typhimurium lt2,salmonella typhimurium,0.2999,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
fosfomycin,mecillinam,salmonella typhimurium 14028,salmonella typhimurium,-0.1498,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
fosfomycin,mecillinam,salmonella typhimurium lt2,salmonella typhimurium,-0.2188,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,synergy
mecillinam,pyocyanin,escherichia coli bw25113,escherichia coli,0.2911,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
mecillinam,pyocyanin,escherichia coli iai1,escherichia coli,0.1007,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
mecillinam,pyocyanin,salmonella typhimurium 14028,salmonella typhimurium,0.2606,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
mecillinam,pyocyanin,salmonella typhimurium lt2,salmonella typhimurium,-0.0279,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,neutral
mecillinam,imipenem,salmonella typhimurium 14028,salmonella typhimurium,-0.3621,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,synergy
mecillinam,imipenem,salmonella typhimurium lt2,salmonella typhimurium,-0.0396,ACDB;Brochado,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')",BWWVAEOLVKTZFQ-NTZNESFSSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,neutral
cefotaxime,miconazole,bacillus subtilis,bacillus subtilis,0.1041,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')",GPRBEKHLDVQUJE-QSWIMTSFSA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,antagonism
levofloxacin,miconazole,streptococcus pneumoniae,streptococcus pneumoniae,0.1098,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')",GSDSWSVVBLHKDQ-JTQLQIEISA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,antagonism
miconazole,trimethoprim,bacillus subtilis,bacillus subtilis,0.0906,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')",BYBLEWFAAKGYCD-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,neutral
miconazole,rifampicin,streptococcus pneumoniae,streptococcus pneumoniae,0.1686,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')",BYBLEWFAAKGYCD-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,antagonism
amoxicillin,miconazole,bacillus subtilis,bacillus subtilis,0.0957,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,neutral
amoxicillin,miconazole,staphylococcus aureus dsm 20231,staphylococcus aureus,0.0878,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')",LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,neutral
miconazole,vancomycin,staphylococcus aureus newman,staphylococcus aureus,0.0654,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')",BYBLEWFAAKGYCD-UHFFFAOYSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,neutral
miconazole,mitomycin c,staphylococcus aureus newman,staphylococcus aureus,-0.1875,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",BYBLEWFAAKGYCD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
linezolid,miconazole,streptococcus pneumoniae,streptococcus pneumoniae,0.1987,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')",TYZROVQLWOKYKF-ZDUSSCGKSA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,antagonism
benzalkonium,miconazole,bacillus subtilis,bacillus subtilis,-0.1413,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,synergy
benzalkonium,miconazole,streptococcus pneumoniae,streptococcus pneumoniae,-0.162,Cacace,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,synergy
